epoch,loss,mse,val_loss,val_mse
0,1.24480402469635,0.5386228561401367,0.9804990887641907,0.49439889192581177
1,1.0232441425323486,0.4806484282016754,0.9270617961883545,0.5013944506645203
2,1.0021133422851562,0.478031724691391,0.9657377600669861,0.5780250430107117
3,0.9946316480636597,0.48152703046798706,0.9199715256690979,0.5239773392677307
4,0.9740318655967712,0.47225821018218994,0.9243512749671936,0.5325666666030884
5,1.0048789978027344,0.48809945583343506,0.9764740467071533,0.5858404636383057
6,0.9587871432304382,0.4717499315738678,0.9506869316101074,0.5278741717338562
7,0.9710612893104553,0.46395042538642883,1.0103627443313599,0.6189085245132446
8,0.9744371175765991,0.4815243184566498,0.9150490760803223,0.5287942290306091
9,0.9560280442237854,0.47355780005455017,0.9518663883209229,0.5741974115371704
10,1.0237860679626465,0.5338065028190613,0.8914997577667236,0.48303258419036865
11,0.9873427748680115,0.4996625483036041,0.8725227117538452,0.4890080988407135
12,0.9945797920227051,0.4927274286746979,0.8496161103248596,0.48372864723205566
13,0.9971907734870911,0.48601746559143066,0.9460429549217224,0.548535168170929
14,0.9750282168388367,0.48375067114830017,0.8939737677574158,0.4861516058444977
15,0.9689325094223022,0.4683864712715149,0.8896368145942688,0.516232967376709
16,0.9754893183708191,0.4610450267791748,0.8725849390029907,0.4968668222427368
17,0.9521016478538513,0.46314099431037903,0.9201343059539795,0.48119935393333435
18,0.9784390330314636,0.4852204918861389,0.8937547206878662,0.5091689825057983
19,0.958591103553772,0.46921390295028687,0.9301182627677917,0.5401397943496704
20,0.934759795665741,0.45802968740463257,0.8582609295845032,0.48736831545829773
21,0.9277894496917725,0.45368990302085876,0.8323431611061096,0.4824811518192291
22,0.9270452857017517,0.45240873098373413,0.8955232501029968,0.4952262043952942
23,0.9340826869010925,0.4676934778690338,0.897217869758606,0.5084099769592285
24,0.959227442741394,0.4849089980125427,0.9558256268501282,0.6112999320030212
25,0.9153398871421814,0.4529150724411011,0.830746591091156,0.4942092001438141
26,0.9043892025947571,0.44429585337638855,0.8314501047134399,0.4576496183872223
27,0.900028645992279,0.44339966773986816,1.1485917568206787,0.7401384711265564
28,0.9785217046737671,0.484922856092453,1.0158743858337402,0.6101276874542236
29,0.9876511693000793,0.48125356435775757,0.8866462707519531,0.5275846719741821
30,0.9376002550125122,0.4610900580883026,0.9467307925224304,0.6075156331062317
31,0.9701438546180725,0.4830890893936157,0.8219153881072998,0.47356677055358887
32,0.9452327489852905,0.44566822052001953,0.8446403741836548,0.47359928488731384
33,0.8955551385879517,0.44283056259155273,0.8249199390411377,0.4958849251270294
34,0.8816112875938416,0.4193791449069977,0.8710328936576843,0.5493093729019165
35,0.8468747138977051,0.41155704855918884,0.7915768623352051,0.48934823274612427
36,0.812006950378418,0.3936372399330139,0.9236825704574585,0.45296066999435425
37,0.9079726934432983,0.43212443590164185,0.7733707427978516,0.4780316948890686
38,0.8052158355712891,0.3862302899360657,0.7560377717018127,0.4210602045059204
39,0.7850466370582581,0.3774014413356781,0.7331093549728394,0.40446919202804565
40,0.7660064697265625,0.36601218581199646,1.1155476570129395,0.5212631821632385
41,0.9752926826477051,0.45574814081192017,1.095270037651062,0.8029940724372864
42,0.9232388734817505,0.4348563551902771,0.815157413482666,0.41170573234558105
43,0.8698049187660217,0.393777996301651,0.7256544232368469,0.4026715159416199
44,0.8532490134239197,0.4328739047050476,0.7009212374687195,0.4107012152671814
45,0.8093546032905579,0.38441002368927,0.8251136541366577,0.5605175495147705
46,0.7870780229568481,0.3862189054489136,0.8033615350723267,0.5160250067710876
47,0.8708118796348572,0.40740111470222473,0.7688863277435303,0.40638601779937744
48,0.8395682573318481,0.4102661907672882,0.7569448947906494,0.38609039783477783
49,0.776354968547821,0.3557341992855072,0.7035822868347168,0.38948410749435425
50,0.7547590732574463,0.34746819734573364,0.7166954278945923,0.46080777049064636
51,0.704093337059021,0.3378106653690338,0.7841758131980896,0.39873358607292175
52,0.9226487278938293,0.4835352599620819,0.7073602080345154,0.4501078724861145
53,0.744796097278595,0.3629652261734009,0.721712589263916,0.36891859769821167
54,0.7328019738197327,0.34795719385147095,0.798839271068573,0.5412153601646423
55,0.770431399345398,0.3776538372039795,0.6442367434501648,0.3878338634967804
56,0.6794046759605408,0.3195969760417938,0.6441894769668579,0.3484043776988983
57,0.6843454837799072,0.31856849789619446,0.5931801795959473,0.3206849992275238
58,0.711624801158905,0.33753353357315063,0.6130470633506775,0.36417222023010254
59,0.6666197180747986,0.31758958101272583,0.6595138311386108,0.42452338337898254
60,0.62770676612854,0.3022448718547821,0.6469079852104187,0.29799172282218933
61,0.6943389177322388,0.3115364909172058,0.6208739280700684,0.41537225246429443
62,0.7225473523139954,0.3387187421321869,0.6729181408882141,0.31805309653282166
63,0.7068076133728027,0.34014323353767395,0.6060785055160522,0.30664557218551636
64,0.645737886428833,0.2929549813270569,0.5910747051239014,0.34146279096603394
65,0.6112591028213501,0.28438571095466614,0.6383971571922302,0.4365450143814087
66,0.635601282119751,0.30511268973350525,0.4834182858467102,0.2788679599761963
67,0.5907847285270691,0.26667320728302,0.5977796316146851,0.3185819983482361
68,0.6094481945037842,0.286540687084198,0.5630858540534973,0.35039061307907104
69,0.5655215978622437,0.2723512351512909,0.43633559346199036,0.22280257940292358
70,0.468784898519516,0.21436691284179688,0.39299842715263367,0.20809078216552734
71,0.44526681303977966,0.2064828723669052,0.7608335614204407,0.25056949257850647
72,0.5982711911201477,0.2938856780529022,0.5504659414291382,0.24335819482803345
73,0.5779294371604919,0.26999136805534363,0.9426193237304688,0.5658541917800903
74,0.7341195940971375,0.35067734122276306,0.5316262245178223,0.35955119132995605
75,0.5158230066299438,0.24390685558319092,0.4239201247692108,0.2435159683227539
76,0.4459090232849121,0.1995735466480255,0.4310096800327301,0.22389420866966248
77,0.4330407381057739,0.19814468920230865,0.4441410005092621,0.28652554750442505
78,0.4216810464859009,0.1969815194606781,0.41748055815696716,0.14144740998744965
79,0.42965376377105713,0.19750012457370758,0.312053382396698,0.17215093970298767
80,0.3829890191555023,0.17721562087535858,0.323740154504776,0.13464730978012085
81,0.3598993122577667,0.16375626623630524,0.6661521196365356,0.22307544946670532
82,0.4648825526237488,0.2388993203639984,0.293921560049057,0.15703162550926208
83,0.36723604798316956,0.17365561425685883,0.30847832560539246,0.12854108214378357
84,0.34380045533180237,0.16396048665046692,0.3569401204586029,0.1748240888118744
85,0.3438517451286316,0.15779246389865875,0.32219192385673523,0.12332361936569214
86,0.4177001714706421,0.2037937045097351,0.2718730568885803,0.13178306818008423
87,0.37670183181762695,0.17608284950256348,0.29404205083847046,0.1654125154018402
88,0.3000827133655548,0.14403587579727173,0.23892547190189362,0.1102234423160553
89,0.285592257976532,0.13934707641601562,0.23735497891902924,0.11158157140016556
90,0.27920231223106384,0.13934478163719177,0.33259719610214233,0.17349018156528473
91,0.2900599539279938,0.14537709951400757,0.22250421345233917,0.11824961006641388
