epoch,loss,mse,val_loss,val_mse
0,1.3795228004455566,0.7073074579238892,1.0874704122543335,0.5165290236473083
1,1.0493876934051514,0.5445826649665833,1.0658528804779053,0.375945508480072
2,0.973774254322052,0.4770156145095825,1.1057931184768677,0.5387794375419617
3,0.9685556888580322,0.5086304545402527,0.9116618633270264,0.3742503821849823
4,0.9631530046463013,0.49297115206718445,0.9510051012039185,0.4071234464645386
5,0.9588165283203125,0.48710867762565613,0.966906726360321,0.42651528120040894
6,0.9709557890892029,0.49096614122390747,0.9190624952316284,0.39682433009147644
7,0.9532961845397949,0.49037966132164,0.9366675615310669,0.396519273519516
8,0.9655452966690063,0.4895537197589874,0.886427640914917,0.36897575855255127
9,0.9353131055831909,0.48493140935897827,0.9359659552574158,0.4035484194755554
10,0.9239806532859802,0.46968674659729004,0.8848201036453247,0.35714492201805115
11,0.9286271333694458,0.4599655866622925,0.960110604763031,0.4297481179237366
12,1.0157053470611572,0.5366626381874084,0.8637077212333679,0.35417407751083374
13,0.9431232810020447,0.4557529389858246,0.8895753622055054,0.37022581696510315
14,0.929521918296814,0.44029197096824646,0.9659701585769653,0.4366713762283325
15,0.9492476582527161,0.4921874701976776,0.8569093346595764,0.35133302211761475
16,0.9467331171035767,0.48724237084388733,0.9574137330055237,0.42809006571769714
17,0.9676651954650879,0.47886747121810913,0.8928455114364624,0.37641412019729614
18,0.8804001212120056,0.44102805852890015,0.8910034894943237,0.3802947700023651
19,0.8724343776702881,0.4391395151615143,1.0138174295425415,0.4066341817378998
20,1.0935401916503906,0.5859533548355103,1.248542308807373,0.6881768703460693
21,0.9669795036315918,0.5270508527755737,0.912028968334198,0.3809976279735565
22,1.0143101215362549,0.5384209156036377,0.8664148449897766,0.3443698585033417
23,0.880204439163208,0.44359007477760315,0.8844291567802429,0.35768455266952515
24,0.8631588220596313,0.42961251735687256,0.9833746552467346,0.4509104788303375
25,0.909692108631134,0.4638247787952423,0.9804087281227112,0.36554986238479614
26,0.9121503233909607,0.4326370656490326,0.9558797478675842,0.45185035467147827
27,0.8898856043815613,0.4422493278980255,0.8804762959480286,0.3643616735935211
28,0.9092972874641418,0.47508811950683594,0.9302412271499634,0.4068129062652588
29,0.8891730308532715,0.4530569911003113,0.8621519207954407,0.37391239404678345
30,0.8445934653282166,0.41276076436042786,0.8245787620544434,0.3512154519557953
31,0.8941965699195862,0.4480959475040436,0.8016725182533264,0.3258287012577057
32,0.8324451446533203,0.41011834144592285,0.8173871040344238,0.3327701985836029
33,0.8172259330749512,0.40438416600227356,0.784217357635498,0.3192251920700073
34,0.8330017328262329,0.438745379447937,0.8186935186386108,0.3475855886936188
35,0.8030984997749329,0.39598309993743896,0.8001112937927246,0.31290996074676514
36,0.7926027178764343,0.37825706601142883,0.7499092221260071,0.30591511726379395
37,0.8460953235626221,0.3988962769508362,1.0215553045272827,0.4274698495864868
38,0.8937957882881165,0.4583607614040375,0.7853620052337646,0.31102365255355835
39,0.7740969657897949,0.3802405595779419,0.8465169668197632,0.39077264070510864
40,0.7689287066459656,0.37698638439178467,0.7648828625679016,0.34107840061187744
41,0.7672863006591797,0.3842875063419342,0.8100383281707764,0.2830411195755005
42,0.8180130124092102,0.3787713348865509,0.7018348574638367,0.28494206070899963
43,0.7342227101325989,0.36307376623153687,0.7812086343765259,0.37126624584198
44,0.7902714014053345,0.40884989500045776,0.7676817178726196,0.35673975944519043
45,0.8409029841423035,0.41349154710769653,0.8617257475852966,0.3795076012611389
46,0.8401276469230652,0.43496525287628174,0.7462690472602844,0.2850551903247833
47,0.7585967183113098,0.36607131361961365,0.7045854330062866,0.299839049577713
48,0.7342420816421509,0.36376839876174927,0.7695924639701843,0.36766132712364197
49,0.7080842852592468,0.35337182879447937,0.8023870587348938,0.40139320492744446
50,0.8098261952400208,0.41836875677108765,0.7231979966163635,0.262144535779953
51,0.6619975566864014,0.3168235123157501,0.8313873410224915,0.3968799114227295
52,0.7728403806686401,0.36803340911865234,0.7344623804092407,0.30591723322868347
53,0.7037416100502014,0.3483252227306366,0.8116042613983154,0.25107264518737793
54,0.7381841540336609,0.36777764558792114,0.9360169768333435,0.3295091986656189
55,0.820906937122345,0.3752523362636566,0.9397100806236267,0.5213835835456848
56,0.7703622579574585,0.3551124334335327,0.6401486396789551,0.2658340334892273
57,0.709621787071228,0.3447696268558502,0.6382890939712524,0.24899041652679443
58,0.638662576675415,0.31230321526527405,0.5870881676673889,0.23547764122486115
59,0.6307826638221741,0.295784592628479,0.7953070998191833,0.27329549193382263
60,0.6871996521949768,0.3121676743030548,0.7155954837799072,0.29515278339385986
61,0.6479746699333191,0.3109802007675171,0.5737403631210327,0.22012606263160706
62,0.6246500611305237,0.3029497265815735,0.5838794112205505,0.22565077245235443
63,0.5948540568351746,0.26020994782447815,0.6660966277122498,0.26918748021125793
64,0.6628744602203369,0.32810553908348083,0.6560108065605164,0.3036003112792969
65,0.7073748707771301,0.32448768615722656,0.6196038126945496,0.27447327971458435
66,0.7127162218093872,0.34272173047065735,0.5581387281417847,0.21707235276699066
67,0.5816145539283752,0.26781129837036133,0.6020619869232178,0.265413761138916
68,0.6002161502838135,0.28700926899909973,0.5177974104881287,0.19360953569412231
69,0.5620293021202087,0.27123886346817017,0.7955031394958496,0.40002304315567017
70,0.6271734833717346,0.29342085123062134,0.4753992557525635,0.19262677431106567
71,0.4725241959095001,0.21441461145877838,0.4483608901500702,0.18268771469593048
72,0.505193829536438,0.22422003746032715,0.6669616103172302,0.22502292692661285
73,0.6528061032295227,0.33144477009773254,0.44345706701278687,0.17786064743995667
74,0.46541571617126465,0.20416514575481415,0.5179952383041382,0.16834068298339844
75,0.4984035789966583,0.21884436905384064,0.40826526284217834,0.17956188321113586
76,0.4215879738330841,0.19201035797595978,0.41270703077316284,0.15539832413196564
77,0.4347533583641052,0.1853702962398529,0.3844447731971741,0.17602214217185974
78,0.38779789209365845,0.16904860734939575,0.4299592971801758,0.18007420003414154
79,0.39413830637931824,0.1641809046268463,0.9291284084320068,0.43921974301338196
80,0.5673114061355591,0.2826177775859833,0.6313601136207581,0.3305486738681793
